,time,temperature,displacement,velocity,force,friction_0,wind
762,762.0,31.06597047798444,23025.444979451513,29.587368668358042,221.9220526010068,106.88144868626671,-0.0
763,763.0,27.497984019653003,23055.05004158352,29.622681027683356,221.39656937922845,89.714925208375,-0.0
764,764.0,26.702787246494193,23084.706753480856,29.690595214068672,220.75271988797326,84.98285284713243,-0.0
765,765.0,28.710772908493684,23114.435003812854,29.76574175824535,219.98184430065828,88.20471747209906,0.0
766,766.0,28.587259881999152,23144.233930660153,29.83196791787728,219.11173038108697,89.86781384444775,0.0
767,767.0,29.566602702633766,23174.096124754586,29.892288872393028,218.16171281733352,86.01356959585205,0.0
768,768.0,27.169251109580568,23204.021132369042,29.957583725112425,217.12574750242854,84.09577212237917,-0.0
769,769.0,28.503353241530608,23234.011880149872,30.023766935090894,216.00724462073828,87.37333192405734,0.0
770,770.0,27.05841984062824,23264.06399503264,30.080339229343043,214.83270353992106,93.25112607739968,0.0
771,771.0,26.087804518895314,23294.165284641564,30.122149541201015,213.63838853121362,84.60012271092889,0.0
772,772.0,25.9072312846442,23324.31552927329,30.178217732526424,212.3939046505087,77.01829624507866,-0.0
773,773.0,24.835330511580864,23354.52777748727,30.246128873116362,211.07612483359142,76.70938153838014,0.0
774,774.0,24.876718807876365,23384.806478289618,30.311129006461975,209.69609392347684,77.58746507881523,0.0
775,775.0,24.24325736879611,23415.147495309997,30.370773458354773,208.26958188763155,79.46855046231737,-0.0
776,776.0,23.806306223814424,23445.54446270962,30.42304754917888,206.81583369924877,67.35553521817707,-0.0
777,777.0,24.60157852035649,23476.003964937245,30.495794428022485,205.2911963493721,69.79860319057491,0.0
778,778.0,23.548299000823057,23506.53177345654,30.559680181493704,203.71973752372006,68.35064587830963,0.0
779,779.0,23.062422262827894,23537.122913045514,30.622458772748796,202.10684267387487,48.36124949690161,0.0
780,780.0,23.525828096740696,23567.794699172813,30.7208923373574,200.3761850220121,65.6735029878716,-0.0
781,781.0,23.324904925033444,23598.545293924413,30.78016450469901,198.62180126374182,53.96988180708274,-0.0
782,782.0,23.161614262371856,23629.36466167517,30.858394131516576,196.80324491992957,59.21310169371391,0.0
783,783.0,24.077447752337722,23660.25469555025,30.92153118701046,194.95791663158298,78.49690086806878,-0.0
784,784.0,23.161260173261148,23691.186402704552,30.94183754192528,193.1822159411241,51.192208531898665,-0.0
785,785.0,23.017671756363693,23722.163688931876,31.012574735490077,191.36029989607465,73.7615460150252,0.0
786,786.0,22.269157366525363,23753.18694839428,31.033896094688632,189.60431953602858,63.74712471398124,0.0
787,787.0,22.058627984817313,23784.239602757338,31.07132882458924,187.8745621235956,56.9976666701269,0.0
